address,lat,lon,total_tickets,total_owed,total_paid
9001 S. BURLEY AVE,41.7317846,-87.545346,5,10750.91,0
901 W. 51ST PL,41.8003916,-87.6479892,42,84343.62,0
9021 S. COLFAX AVE,41.731018,-87.5606789,24,34854.22,0
9041 S. MACKINAW AVE,41.730753,-87.542497,2,4068.54,0
9056 S. ANTHONY AVE,41.730579,-87.560077,24,38599.95,0
906 N. CICERO AVE,41.8971193,-87.746228,6,-0.09,3224.25
911 E. 91ST PL,41.7282139,-87.6017665,1,661.5,0
914 E. 93RD ST,41.726013,-87.601933,1,1674.37,0
918 N. SPRINGFIELD AVE,41.8978269,-87.7241645,1,1817.34,0
9237 S. DOBSON AVE,41.7264594,-87.5982607,6,9263.45,0
9260 S. ANTHONY AVE,41.726586,-87.554651,8,42142.97,0
9328 S. COTTAGE GROVE AVE,41.724817,-87.604943,3,8725.89,0
933 W. 68TH ST,41.7703905,-87.6484903,31,59669.77,0
9333 S. HARPER AVE,41.72496,-87.5863845,1,1668.25,0
9341 S. GREENWOOD AVE,41.7245828,-87.5969538,12,26669.92,0
936 W. 51ST PL,41.800892,-87.649236,7,16043.53,0
938 W. 50TH PL,41.8027149,-87.6493821,3,7192.81,0
944 W. 50TH ST,41.8036106,-87.6494921,9,16867.35,0
952 N. AVERS AVE,41.8987675,-87.7227896,5,9916.43,0
9522 S. LAFAYETTE AVE,41.72093,-87.6253909,11,34401.09,0
9533 S. HARVARD AVE,41.7205781,-87.6319934,2,8763.62,0
954 N. MONTICELLO AVE,41.8989514,-87.7180074,3,10664.27,0
9732 S. COMMERCIAL AVE,41.7181301,-87.5514349,6,8917.73,0
9738 S. COMMERCIAL AVE,41.7179002,-87.551416,2,4038.83,0
9924 S. WENTWORTH AVE,41.7135223,-87.6281266,4,8393.73,0
9928 S. TORRENCE AVE,41.714451,-87.5601276,1,1195.74,0
